"Dates","ARCELOR.MITTAL"
"2004-02-11",13.6841
"2004-02-12",13.7834
"2004-02-13",13.7613
"2004-02-16",13.90475
"2004-02-17",13.9048
"2004-02-18",14.01515
"2004-02-19",14.29105
"2004-02-20",14.29105
"2004-02-23",14.41245
"2004-02-24",13.353
"2004-02-25",13.8827
"2004-02-26",14.4676
"2004-02-27",14.5669
"2004-03-01",14.6221
"2004-03-02",15.40565
"2004-03-03",15.72565
"2004-03-04",15.79185
"2004-03-05",16.0126
"2004-03-08",16.06775
"2004-03-09",15.83605
"2004-03-10",15.91325
"2004-03-11",15.78085
"2004-03-12",15.72565
"2004-03-15",15.95745
"2004-03-16",16.00155
"2004-03-17",16.99475
"2004-03-18",16.7961
"2004-03-19",17.49135
"2004-03-22",18.67215
"2004-03-23",18.3742
"2004-03-24",18.9591
"2004-03-25",18.12035
"2004-03-26",18.51765
"2004-03-29",18.6059
"2004-03-30",19.03635
"2004-03-31",19.3453
"2004-04-01",19.42255
"2004-04-02",20.2502
"2004-04-05",21.1662
"2004-04-06",21.0227
"2004-04-07",20.96755
"2004-04-08",20.7468
"2004-04-09",20.7468
"2004-04-12",20.7468
"2004-04-13",21.0227
"2004-04-14",20.6475
"2004-04-15",20.38265
"2004-04-16",20.26125
"2004-04-19",20.65855
"2004-04-20",21.1993
"2004-04-21",20.80205
"2004-04-22",20.6365
"2004-04-23",21.02275
"2004-04-26",20.96755
"2004-04-27",21.0779
"2004-04-28",20.2392
"2004-04-29",20.2061
"2004-04-30",19.9523
"2004-05-03",20.493
"2004-05-04",20.07365
"2004-05-05",18.8708
"2004-05-06",20.4158
"2004-05-07",19.57705
"2004-05-10",19.42255
"2004-05-11",19.864
"2004-05-12",19.7426
"2004-05-13",19.4336
"2004-05-14",19.0694
"2004-05-17",19.14665
"2004-05-18",19.7426
"2004-05-19",20.7027
"2004-05-20",20.19505
"2004-05-21",21.25445
"2004-05-24",22.79945
"2004-05-25",22.88775
"2004-05-26",23.4836
"2004-05-27",23.11945
"2004-05-28",22.64495
"2004-05-31",23.28505
"2004-06-01",23.1747
"2004-06-02",22.4684
"2004-06-03",22.347
"2004-06-04",22.5677
"2004-06-07",22.5677
"2004-06-08",22.2918
"2004-06-09",21.9607
"2004-06-10",22.00485
"2004-06-11",23.3181
"2004-06-14",23.1636
"2004-06-15",23.6161
"2004-06-16",23.72645
"2004-06-17",22.9981
"2004-06-18",24.3334
"2004-06-21",24.4658
"2004-06-22",24.4658
"2004-06-23",24.8852
"2004-06-24",25.81215
"2004-06-25",26.0991
"2004-06-28",26.37495
"2004-06-29",26.77225
"2004-06-30",27.313
"2004-07-01",26.92675
"2004-07-02",26.375
"2004-07-05",26.397
"2004-07-06",26.7943
"2004-07-07",26.77225
"2004-07-08",26.77225
"2004-07-09",26.5405
"2004-07-12",27.0371
"2004-07-13",26.31975
"2004-07-14",26.51845
"2004-07-15",28.0082
"2004-07-16",27.91995
"2004-07-19",28.96835
"2004-07-20",28.5821
"2004-07-21",29.1339
"2004-07-22",28.251
"2004-07-23",28.4717
"2004-07-26",28.4717
"2004-07-27",28.63725
"2004-07-28",29.46495
"2004-07-29",30.34775
"2004-07-30",32.11345
"2004-08-02",32.4997
"2004-08-03",35.24755
"2004-08-04",36.08625
"2004-08-05",40.55565
"2004-08-06",44.694
"2004-08-09",45.5658
"2004-08-10",46.4045
"2004-08-11",50.70835
"2004-08-12",49.21855
"2004-08-13",45.33405
"2004-08-16",46.2831
"2004-08-17",46.29415
"2004-08-18",46.41555
"2004-08-19",46.58105
"2004-08-20",46.4707
"2004-08-23",46.29415
"2004-08-24",46.1948
"2004-08-25",46.6031
"2004-08-26",46.45965
"2004-08-27",46.06235
"2004-08-30",46.48175
"2004-08-31",46.6583
"2004-09-01",46.02925
"2004-09-02",45.5658
"2004-09-03",47.45285
"2004-09-06",50.27795
"2004-09-07",52.36365
"2004-09-08",56.2261
"2004-09-09",52.41885
"2004-09-10",54.86875
"2004-09-13",54.15145
"2004-09-14",54.3942
"2004-09-15",54.18455
"2004-09-16",53.85345
"2004-09-17",52.9265
"2004-09-20",50.54285
"2004-09-21",49.1634
"2004-09-22",49.83655
"2004-09-23",49.15235
"2004-09-24",48.6337
"2004-09-27",48.3247
"2004-09-28",47.4639
"2004-09-29",50.5759
"2004-09-30",50.64215
"2004-10-01",52.165
"2004-10-04",53.5776
"2004-10-05",57.45105
"2004-10-06",58.43325
"2004-10-07",59.43745
"2004-10-08",56.6675
"2004-10-11",56.11575
"2004-10-12",55.7847
"2004-10-13",53.65485
"2004-10-14",48.8544
"2004-10-15",51.11665
"2004-10-18",52.31955
"2004-10-19",50.32215
"2004-10-20",45.8527
"2004-10-21",44.6278
"2004-10-22",44.9478
"2004-10-25",52.14295
"2004-10-26",56.6896
"2004-10-27",60.1879
"2004-10-28",57.38485
"2004-10-29",57.34075
"2004-11-01",58.5988
"2004-11-02",59.16155
"2004-11-03",61.468
"2004-11-04",62.50535
"2004-11-05",62.5164
"2004-11-08",61.01555
"2004-11-09",63.9952
"2004-11-10",63.4544
"2004-11-11",63.90685
"2004-11-12",64.9994
"2004-11-15",65.77185
"2004-11-16",65.6505
"2004-11-17",64.7787
"2004-11-18",65.0656
"2004-11-19",65.5512
"2004-11-22",65.12075
"2004-11-23",64.6352
"2004-11-24",62.68195
"2004-11-25",62.704
"2004-11-26",64.8449
"2004-11-29",69.6233
"2004-11-30",69.23705
"2004-12-01",70.782
"2004-12-02",70.02055
"2004-12-03",66.61055
"2004-12-06",68.1997
"2004-12-07",66.2464
"2004-12-08",62.3619
"2004-12-09",61.6004
"2004-12-10",62.47225
"2004-12-13",61.5673
"2004-12-14",63.7303
"2004-12-15",61.6004
"2004-12-16",62.9247
"2004-12-17",63.7303
"2004-12-20",64.7235
"2004-12-21",66.0257
"2004-12-22",65.6615
"2004-12-23",65.6505
"2004-12-24",64.27105
"2004-12-27",64.43655
"2004-12-28",63.39925
"2004-12-29",63.2668
"2004-12-30",61.2473
"2004-12-31",60.99345
"2005-01-03",62.2405
"2005-01-04",60.91625
"2005-01-05",57.3738
"2005-01-06",57.3297
"2005-01-07",58.2677
"2005-01-10",57.2745
"2005-01-11",55.2881
"2005-01-12",51.4808
"2005-01-13",54.5818
"2005-01-14",60.1327
"2005-01-17",61.13695
"2005-01-18",60.6955
"2005-01-19",60.0665
"2005-01-20",58.96295
"2005-01-21",60.35345
"2005-01-24",60.73965
"2005-01-25",60.5852
"2005-01-26",61.1921
"2005-01-27",59.9782
"2005-01-28",60.9273
"2005-01-31",61.5342
"2005-02-01",62.0529
"2005-02-02",63.9179
"2005-02-03",63.6089
"2005-02-04",63.024
"2005-02-07",64.5911
"2005-02-08",65.2532
"2005-02-09",66.08085
"2005-02-10",65.39665
"2005-02-11",65.5953
"2005-02-14",66.04775
"2005-02-15",66.37885
"2005-02-16",65.1539
"2005-02-17",68.18865
"2005-02-18",67.87965
"2005-02-21",67.979
"2005-02-22",66.5664
"2005-02-23",64.90005
"2005-02-24",65.2753
"2005-02-25",67.36095
"2005-02-28",71.12415
"2005-03-01",68.77355
"2005-03-02",68.4425
"2005-03-03",69.6343
"2005-03-04",70.771
"2005-03-07",71.4552
"2005-03-08",67.68105
"2005-03-09",67.11825
"2005-03-10",65.5622
"2005-03-11",65.0877
"2005-03-14",65.27525
"2005-03-15",65.6284
"2005-03-16",63.3551
"2005-03-17",60.5631
"2005-03-18",61.34665
"2005-03-21",60.51895
"2005-03-22",61.5232
"2005-03-23",62.35085
"2005-03-24",59.7023
"2005-03-25",59.7023
"2005-03-28",59.7023
"2005-03-29",55.08945
"2005-03-30",52.25335
"2005-03-31",53.56655
"2005-04-01",56.39165
"2005-04-04",55.48675
"2005-04-05",54.5708
"2005-04-06",54.4494
"2005-04-07",54.36115
"2005-04-08",55.2881
"2005-04-11",53.06995
"2005-04-12",53.68795
"2005-04-13",54.40525
"2005-04-14",50.6532
"2005-04-15",47.57425
"2005-04-18",46.01825
"2005-04-19",47.2542
"2005-04-20",48.744
"2005-04-21",49.71515
"2005-04-22",50.2007
"2005-04-25",49.053
"2005-04-26",46.76865
"2005-04-27",42.3434
"2005-04-28",40.7764
"2005-04-29",40.666
"2005-05-02",40.9419
"2005-05-03",40.43425
"2005-05-04",39.65075
"2005-05-05",40.8867
"2005-05-06",44.1532
"2005-05-09",45.952
"2005-05-10",45.6099
"2005-05-11",44.3188
"2005-05-12",45.0692
"2005-05-13",42.5972
"2005-05-16",41.30605
"2005-05-17",42.6855
"2005-05-18",44.2084
"2005-05-19",44.52845
"2005-05-20",44.36295
"2005-05-23",43.8111
"2005-05-24",44.03185
"2005-05-25",42.3986
"2005-05-26",42.1668
"2005-05-27",43.8663
"2005-05-30",43.3697
"2005-05-31",44.6719
"2005-06-01",45.19055
"2005-06-02",45.24575
"2005-06-03",45.70925
"2005-06-06",45.323
"2005-06-07",44.78225
"2005-06-08",44.7271
"2005-06-09",44.93675
"2005-06-10",45.55475
"2005-06-13",44.694
"2005-06-14",43.88835
"2005-06-15",45.20165
"2005-06-16",46.25
"2005-06-17",47.57425
"2005-06-20",47.23215
"2005-06-21",45.6651
"2005-06-22",45.24575
"2005-06-23",44.47325
"2005-06-24",42.8069
"2005-06-27",40.666
"2005-06-28",42.10065
"2005-06-29",43.63455
"2005-06-30",43.7339
"2005-07-01",42.8731
"2005-07-04",43.68975
"2005-07-05",44.30775
"2005-07-06",44.37395
"2005-07-07",43.31455
"2005-07-08",44.90365
"2005-07-11",45.53265
"2005-07-12",45.8196
"2005-07-13",48.21435
"2005-07-14",48.58955
"2005-07-15",47.53015
"2005-07-18",47.45285
"2005-07-19",48.66675
"2005-07-20",49.5165
"2005-07-21",50.8408
"2005-07-22",52.8934
"2005-07-25",53.85345
"2005-07-26",52.13195
"2005-07-27",53.6217
"2005-07-28",53.51135
"2005-07-29",53.53345
"2005-08-01",53.1362
"2005-08-02",53.63275
"2005-08-03",54.1404
"2005-08-04",52.6506
"2005-08-05",51.51395
"2005-08-08",52.13195
"2005-08-09",53.3017
"2005-08-10",50.3773
"2005-08-11",51.91125
"2005-08-12",52.28645
"2005-08-15",51.93325
"2005-08-16",52.3637
"2005-08-17",51.97745
"2005-08-18",51.8119
"2005-08-19",51.66845
"2005-08-22",51.2712
"2005-08-23",51.6464
"2005-08-24",49.9579
"2005-08-25",49.3841
"2005-08-26",49.65995
"2005-08-29",49.7593
"2005-08-30",50.98425
"2005-08-31",50.6642
"2005-09-01",51.1939
"2005-09-02",50.91805
"2005-09-05",50.7635
"2005-09-06",51.30425
"2005-09-07",51.9333
"2005-09-08",52.154
"2005-09-09",52.2423
"2005-09-12",53.47825
"2005-09-13",53.63275
"2005-09-14",53.68795
"2005-09-15",54.12935
"2005-09-16",54.8577
"2005-09-19",55.14465
"2005-09-20",54.67015
"2005-09-21",54.04105
"2005-09-22",54.48255
"2005-09-23",54.4604
"2005-09-26",54.7915
"2005-09-27",54.8467
"2005-09-28",54.4053
"2005-09-29",53.78725
"2005-09-30",53.081
"2005-10-03",54.7915
"2005-10-04",53.44515
"2005-10-05",50.15655
"2005-10-06",48.12605
"2005-10-07",47.94945
"2005-10-10",49.70415
"2005-10-11",48.19225
"2005-10-12",47.4639
"2005-10-13",45.36715
"2005-10-14",44.62775
"2005-10-17",44.77125
"2005-10-18",45.7865
"2005-10-19",43.59045
"2005-10-20",45.64305
"2005-10-21",44.1422
"2005-10-24",44.9147
"2005-10-25",47.2432
"2005-10-26",47.01145
"2005-10-27",46.07345
"2005-10-28",44.5726
"2005-10-31",47.3977
"2005-11-01",46.97835
"2005-11-02",47.72875
"2005-11-03",47.9384
"2005-11-04",47.60735
"2005-11-07",47.94945
"2005-11-08",47.61835
"2005-11-09",46.6804
"2005-11-10",45.79755
"2005-11-11",47.04455
"2005-11-14",49.3289
"2005-11-15",49.9469
"2005-11-16",49.8586
"2005-11-17",50.4325
"2005-11-18",50.52075
"2005-11-21",51.37045
"2005-11-22",52.1319
"2005-11-23",52.27535
"2005-11-24",52.5734
"2005-11-25",51.99955
"2005-11-28",51.8009
"2005-11-29",51.52495
"2005-11-30",53.19135
"2005-12-01",52.8051
"2005-12-02",53.51135
"2005-12-05",53.4783
"2005-12-06",53.36795
"2005-12-07",53.4452
"2005-12-08",53.34585
"2005-12-09",52.56235
"2005-12-12",51.8119
"2005-12-13",51.03945
"2005-12-14",49.38405
"2005-12-15",49.4282
"2005-12-16",49.0089
"2005-12-19",48.71095
"2005-12-20",48.435
"2005-12-21",48.72195
"2005-12-22",48.6557
"2005-12-23",48.66675
"2005-12-26",48.66675
"2005-12-27",48.62265
"2005-12-28",48.62265
"2005-12-29",48.44605
"2005-12-30",49.21855
"2006-01-02",50.907
"2006-01-03",50.96215
"2006-01-04",50.1235
"2006-01-05",49.4834
"2006-01-06",49.2627
"2006-01-09",51.2491
"2006-01-10",51.70155
"2006-01-11",52.37475
"2006-01-12",52.452
"2006-01-13",51.8671
"2006-01-16",51.78985
"2006-01-17",51.44775
"2006-01-18",51.3374
"2006-01-19",51.7126
"2006-01-20",52.33055
"2006-01-23",51.9664
"2006-01-24",53.2796
"2006-01-25",56.64545
"2006-01-26",56.76685
"2006-01-27",61.8101
"2006-01-30",64.06135
"2006-01-31",64.5028
"2006-02-01",65.1208
"2006-02-02",65.33045
"2006-02-03",65.0546
"2006-02-06",65.0987
"2006-02-07",66.3678
"2006-02-08",62.1853
"2006-02-09",62.89155
"2006-02-10",61.41285
"2006-02-13",61.95355
"2006-02-14",63.2668
"2006-02-15",63.03505
"2006-02-16",60.7176
"2006-02-17",61.13695
"2006-02-20",62.0198
"2006-02-21",61.87635
"2006-02-22",60.91625
"2006-02-23",61.5232
"2006-02-24",62.2405
"2006-02-27",62.69295
"2006-02-28",62.2295
"2006-03-01",62.1743
"2006-03-02",63.56475
"2006-03-03",65.0435
"2006-03-06",65.5843
"2006-03-07",63.59785
"2006-03-08",61.85425
"2006-03-09",62.36185
"2006-03-10",60.8059
"2006-03-13",62.07495
"2006-03-14",62.16325
"2006-03-15",63.34405
"2006-03-16",63.333
"2006-03-17",63.74135
"2006-03-20",66.04775
"2006-03-21",65.84915
"2006-03-22",65.26425
"2006-03-23",66.15815
"2006-03-24",66.59955
"2006-03-27",68.51975
"2006-03-28",69.15975
"2006-03-29",70.60545
"2006-03-30",71.26755
"2006-03-31",70.02055
"2006-04-03",70.20815
"2006-04-04",68.55285
"2006-04-05",68.92805
"2006-04-06",68.9722
"2006-04-07",68.7515
"2006-04-10",69.54605
"2006-04-11",69.18185
"2006-04-12",67.7252
"2006-04-13",68.6301
"2006-04-14",68.6301
"2006-04-17",68.6301
"2006-04-18",69.23705
"2006-04-19",70.57235
"2006-04-20",70.0978
"2006-04-21",68.5859
"2006-04-24",69.4688
"2006-04-25",68.5308
"2006-04-26",68.65215
"2006-04-27",66.4892
"2006-04-28",65.10975
"2006-05-01",65.10975
"2006-05-02",67.04095
"2006-05-03",67.06305
"2006-05-04",67.6479
"2006-05-05",69.2812
"2006-05-08",70.96965
"2006-05-09",73.6402
"2006-05-10",71.8966
"2006-05-11",71.59865
"2006-05-12",69.2922
"2006-05-15",64.7566
"2006-05-16",63.58685
"2006-05-17",61.85425
"2006-05-18",60.4748
"2006-05-19",58.12425
"2006-05-22",54.2949
"2006-05-23",53.39
"2006-05-24",53.0258
"2006-05-25",52.8051
"2006-05-26",55.7295
"2006-05-29",57.21935
"2006-05-30",57.09795
"2006-05-31",55.8178
"2006-06-01",56.70065
"2006-06-02",58.9409
"2006-06-05",57.9256
"2006-06-06",54.03005
"2006-06-07",54.03005
"2006-06-08",53.41205
"2006-06-09",53.5776
"2006-06-12",52.8603
"2006-06-13",51.1498
"2006-06-14",51.85605
"2006-06-15",53.56655
"2006-06-16",54.637
"2006-06-19",54.8798
"2006-06-20",55.23295
"2006-06-21",56.9876
"2006-06-22",58.74225
"2006-06-23",56.7779
"2006-06-26",54.7915
"2006-06-27",53.5776
"2006-06-28",51.85605
"2006-06-29",52.81615
"2006-06-30",53.90865
"2006-07-03",52.50715
"2006-07-04",51.3815
"2006-07-05",49.40615
"2006-07-06",49.27375
"2006-07-07",50.90695
"2006-07-10",51.6022
"2006-07-11",50.74145
"2006-07-12",52.19815
"2006-07-13",56.22615
"2006-07-14",57.88145
"2006-07-17",55.6192
"2006-07-18",55.70745
"2006-07-19",56.51305
"2006-07-20",59.0512
"2006-07-21",57.9366
"2006-07-24",56.7448
"2006-07-25",56.44685
"2006-07-26",57.7711
"2006-07-27",58.70915
"2006-07-28",57.98075
"2006-07-31",58.047
"2006-08-01",59.0733
"2006-08-02",59.01815
"2006-08-03",58.985
"2006-08-04",58.37805
"2006-08-07",57.3959
"2006-08-08",56.78895
"2006-08-09",55.77365
"2006-08-10",55.2881
"2006-08-11",54.03005
"2006-08-14",54.4163
"2006-08-15",54.2949
"2006-08-16",55.2219
"2006-08-17",56.5572
"2006-08-18",55.45365
"2006-08-21",55.12255
"2006-08-22",55.5309
"2006-08-23",56.4689
"2006-08-24",57.0317
"2006-08-25",58.47735
"2006-08-28",58.51045
"2006-08-29",57.6828
"2006-08-30",57.727
"2006-08-31",57.7821
"2006-09-01",58.99605
"2006-09-04",59.7465
"2006-09-05",59.71335
"2006-09-06",59.3271
"2006-09-07",58.48845
"2006-09-08",58.7312
"2006-09-11",58.1132
"2006-09-12",56.92135
"2006-09-13",57.6718
"2006-09-14",59.1616
"2006-09-15",58.7312
"2006-09-18",58.15735
"2006-09-19",59.1616
"2006-09-20",59.37125
"2006-09-21",59.2609
"2006-09-22",57.9256
"2006-09-25",56.7779
"2006-09-26",56.27025
"2006-09-27",58.80845
"2006-09-28",60.5631
"2006-09-29",60.9383
"2006-10-02",60.29825
"2006-10-03",60.05545
"2006-10-04",59.4485
"2006-10-05",60.89415
"2006-10-06",62.3288
"2006-10-09",63.82965
"2006-10-10",65.0987
"2006-10-11",65.3194
"2006-10-12",65.816
"2006-10-13",66.8313
"2006-10-16",68.24385
"2006-10-17",68.1776
"2006-10-18",69.61225
"2006-10-19",70.0206
"2006-10-20",70.29645
"2006-10-23",71.0579
"2006-10-24",73.3754
"2006-10-25",75.7701
"2006-10-26",75.3397
"2006-10-27",73.83885
"2006-10-30",73.06635
"2006-10-31",73.70645
"2006-11-01",74.4679
"2006-11-02",72.93395
"2006-11-03",72.16145
"2006-11-06",73.2319
"2006-11-07",72.09525
"2006-11-08",71.62075
"2006-11-09",72.86775
"2006-11-10",73.59605
"2006-11-13",73.17675
"2006-11-14",73.51885
"2006-11-15",71.62075
"2006-11-16",71.49935
"2006-11-17",70.5613
"2006-11-20",69.6233
"2006-11-21",71.06895
"2006-11-22",72.77945
"2006-11-23",72.1284
"2006-11-24",71.10205
"2006-11-27",70.75995
"2006-11-28",69.226
"2006-11-29",69.8771
"2006-11-30",69.6895
"2006-12-01",68.5418
"2006-12-04",67.3169
"2006-12-05",68.9391
"2006-12-06",69.7888
"2006-12-07",70.36265
"2006-12-08",70.82615
"2006-12-11",71.92975
"2006-12-12",71.10205
"2006-12-13",69.4357
"2006-12-14",70.1861
"2006-12-15",70.15295
"2006-12-18",70.47305
"2006-12-19",69.04945
"2006-12-20",70.00955
"2006-12-21",70.50615
"2006-12-22",70.14195
"2006-12-25",70.14195
"2006-12-26",70.14195
"2006-12-27",69.8881
"2006-12-28",70.7048
"2006-12-29",70.8593
"2007-01-01",70.8593
"2007-01-02",71.6428
"2007-01-03",70.84825
"2007-01-04",67.3389
"2007-01-05",68.00105
"2007-01-08",67.8576
"2007-01-09",68.7515
"2007-01-10",67.93485
"2007-01-11",68.70735
"2007-01-12",68.7846
"2007-01-15",70.1199
"2007-01-16",71.16825
"2007-01-17",70.2413
"2007-01-18",71.0579
"2007-01-19",70.0868
"2007-01-22",71.5214
"2007-01-23",72.90085
"2007-01-24",75.8915
"2007-01-25",76.9509
"2007-01-26",77.1495
"2007-01-29",78.30825
"2007-01-30",78.1096
"2007-01-31",79.18005
"2007-02-01",80.55955
"2007-02-02",81.13335
"2007-02-05",81.1996
"2007-02-06",80.72505
"2007-02-07",80.8244
"2007-02-08",80.12915
"2007-02-09",80.5816
"2007-02-12",79.36765
"2007-02-13",80.3057
"2007-02-14",81.6189
"2007-02-15",83.826
"2007-02-16",84.5654
"2007-02-19",85.69105
"2007-02-20",85.1724
"2007-02-21",84.24535
"2007-02-22",86.90495
"2007-02-23",86.916
"2007-02-26",89.1893
"2007-02-27",87.1367
"2007-02-28",82.43555
"2007-03-01",86.56285
"2007-03-02",88.11885
"2007-03-05",83.7598
"2007-03-06",85.22755
"2007-03-07",86.44145
"2007-03-08",88.20715
"2007-03-09",87.9754
"2007-03-12",87.236
"2007-03-13",86.49665
"2007-03-14",83.0646
"2007-03-15",83.67155
"2007-03-16",84.01365
"2007-03-19",82.8108
"2007-03-20",82.3914
"2007-03-21",84.4992
"2007-03-22",87.1367
"2007-03-23",86.22075
"2007-03-26",88.05265
"2007-03-27",87.8871
"2007-03-28",85.70205
"2007-03-29",86.3201
"2007-03-30",87.58915
"2007-04-02",87.6333
"2007-04-03",88.5603
"2007-04-04",88.85825
"2007-04-05",89.47625
"2007-04-06",89.47625
"2007-04-09",89.47625
"2007-04-10",90.6129
"2007-04-11",90.38115
"2007-04-12",89.33275
"2007-04-13",88.4499
"2007-04-16",88.9355
"2007-04-17",88.15195
"2007-04-18",86.4194
"2007-04-19",85.0951
"2007-04-20",88.42785
"2007-04-23",89.63075
"2007-04-24",88.49405
"2007-04-25",87.6664
"2007-04-26",87.5119
"2007-04-27",86.72835
"2007-04-30",87.74365
"2007-05-01",87.74365
"2007-05-02",87.6112
"2007-05-03",88.41685
"2007-05-04",90.50255
"2007-05-07",93.2835
"2007-05-08",92.3786
"2007-05-09",92.3234
"2007-05-10",91.99235
"2007-05-11",90.91085
"2007-05-14",92.0806
"2007-05-15",93.01865
"2007-05-16",93.3828
"2007-05-17",94.1222
"2007-05-18",95.6672
"2007-05-21",96.89215
"2007-05-22",97.1901
"2007-05-23",97.23425
"2007-05-24",96.38445
"2007-05-25",94.91675
"2007-05-28",96.0534
"2007-05-29",96.3735
"2007-05-30",95.1485
"2007-05-31",97.36665
"2007-06-01",100.15865
"2007-06-04",103.0279
"2007-06-05",103.91075
"2007-06-06",102.70785
"2007-06-07",101.61535
"2007-06-08",100.12555
"2007-06-11",102.26645
"2007-06-12",102.33265
"2007-06-13",102.67475
"2007-06-14",106.39375
"2007-06-15",106.83515
"2007-06-18",107.32075
"2007-06-19",107.42005
"2007-06-20",109.572
"2007-06-21",108.15945
"2007-06-22",107.2104
"2007-06-25",106.58135
"2007-06-26",104.09835
"2007-06-27",101.0525
"2007-06-28",102.16715
"2007-06-29",102.3658
"2007-07-02",103.2486
"2007-07-03",104.57285
"2007-07-04",104.5618
"2007-07-05",105.1357
"2007-07-06",105.235
"2007-07-09",107.3759
"2007-07-10",105.53295
"2007-07-11",105.52195
"2007-07-12",107.4863
"2007-07-13",108.29185
"2007-07-16",105.8861
"2007-07-17",105.7537
"2007-07-18",105.1467
"2007-07-19",105.6985
"2007-07-20",105.33435
"2007-07-23",105.77575
"2007-07-24",105.97435
"2007-07-25",104.7053
"2007-07-26",102.04575
"2007-07-27",99.18755
"2007-07-30",99.69515
"2007-07-31",101.1187
"2007-08-01",102.3437
"2007-08-02",104.23075
"2007-08-03",103.3148
"2007-08-06",100.7766
"2007-08-07",99.331
"2007-08-08",101.0194
"2007-08-09",98.73505
"2007-08-10",94.4974
"2007-08-13",94.6188
"2007-08-14",94.75125
"2007-08-15",92.31235
"2007-08-16",89.2224
"2007-08-17",87.6554
"2007-08-20",91.1426
"2007-08-21",93.05175
"2007-08-22",96.4397
"2007-08-23",98.39295
"2007-08-24",100.32415
"2007-08-27",103.679
"2007-08-28",101.81395
"2007-08-29",100.87595
"2007-08-30",103.30375
"2007-08-31",105.65435
"2007-09-03",107.1552
"2007-09-04",107.02275
"2007-09-05",105.6985
"2007-09-06",105.25705
"2007-09-07",105.3785
"2007-09-10",100.73245
"2007-09-11",101.74775
"2007-09-12",101.9133
"2007-09-13",104.01005
"2007-09-14",106.71375
"2007-09-17",106.8462
"2007-09-18",107.0007
"2007-09-19",113.07025
"2007-09-20",114.3062
"2007-09-21",117.63895
"2007-09-24",120.18815
"2007-09-25",119.69155
"2007-09-26",121.4683
"2007-09-27",122.51665
"2007-09-28",121.3138
"2007-10-01",122.307
"2007-10-02",122.7153
"2007-10-03",120.7951
"2007-10-04",118.32315
"2007-10-05",119.9785
"2007-10-08",121.47935
"2007-10-09",118.97425
"2007-10-10",121.35795
"2007-10-11",124.3486
"2007-10-12",122.28495
"2007-10-15",122.616
"2007-10-16",119.4709
"2007-10-17",119.504
"2007-10-18",121.51245
"2007-10-19",122.7153
"2007-10-22",117.94795
"2007-10-23",120.05575
"2007-10-24",121.4462
"2007-10-25",122.04215
"2007-10-26",122.19665
"2007-10-29",126.39015
"2007-10-30",125.52935
"2007-10-31",121.82145
"2007-11-01",119.4267
"2007-11-02",114.38345
"2007-11-05",114.96835
"2007-11-06",116.712
"2007-11-07",117.2748
"2007-11-08",116.39195
"2007-11-09",115.4429
"2007-11-12",107.78425
"2007-11-13",106.76895
"2007-11-14",112.0108
"2007-11-15",108.38015
"2007-11-16",106.2944
"2007-11-19",105.7647
"2007-11-20",105.3895
"2007-11-21",104.21975
"2007-11-22",104.16455
"2007-11-23",104.8598
"2007-11-26",108.94295
"2007-11-27",105.6433
"2007-11-28",104.0873
"2007-11-29",108.7664
"2007-11-30",111.0618
"2007-12-03",110.43275
"2007-12-04",106.5703
"2007-12-05",106.49305
"2007-12-06",107.9387
"2007-12-07",110.4879
"2007-12-10",111.35975
"2007-12-11",111.85635
"2007-12-12",112.86055
"2007-12-13",111.15005
"2007-12-14",109.50575
"2007-12-17",107.55245
"2007-12-18",107.3428
"2007-12-19",107.0448
"2007-12-20",109.3954
"2007-12-21",112.4412
"2007-12-24",113.2689
"2007-12-25",113.2689
"2007-12-26",113.2689
"2007-12-27",115.6636
"2007-12-28",116.46915
"2007-12-31",117.1755
"2008-01-01",117.1755
"2008-01-02",117.5617
"2008-01-03",114.03035
"2008-01-04",111.85635
"2008-01-07",108.0932
"2008-01-08",107.62975
"2008-01-09",105.33435
"2008-01-10",101.7588
"2008-01-11",99.4303
"2008-01-14",100.4014
"2008-01-15",100.0262
"2008-01-16",95.44645
"2008-01-17",95.2037
"2008-01-18",96.2962
"2008-01-21",88.6044
"2008-01-22",85.5917
"2008-01-23",89.5976
"2008-01-24",92.03645
"2008-01-25",97.47705
"2008-01-28",93.58145
"2008-01-29",97.6977
"2008-01-30",96.1748
"2008-01-31",96.3514
"2008-02-01",102.07885
"2008-02-04",105.15775
"2008-02-05",102.74095
"2008-02-06",100.887
"2008-02-07",100.4456
"2008-02-08",100.42355
"2008-02-11",101.73675
"2008-02-12",105.96335
"2008-02-13",105.15775
"2008-02-14",106.2172
"2008-02-15",105.853
"2008-02-18",105.99645
"2008-02-19",104.59495
"2008-02-20",106.4268
"2008-02-21",112.5185
"2008-02-22",114.9463
"2008-02-25",115.18905
"2008-02-26",115.3767
"2008-02-27",116.04985
"2008-02-28",114.93525
"2008-02-29",112.4081
"2008-03-03",110.80795
"2008-03-04",113.611
"2008-03-05",112.3419
"2008-03-06",112.94885
"2008-03-07",109.59405
"2008-03-10",105.9744
"2008-03-11",106.78
"2008-03-12",109.4285
"2008-03-13",107.76215
"2008-03-14",111.90045
"2008-03-17",108.8547
"2008-03-18",108.027
"2008-03-19",111.3818
"2008-03-20",105.7316
"2008-03-21",105.7316
"2008-03-24",105.7316
"2008-03-25",109.3071
"2008-03-26",110.212
"2008-03-27",112.2757
"2008-03-28",112.70605
"2008-03-31",113.1144
